score,text,idx,user,written_at,agree,disagree
1,최고에요 꼭 보시길 바래요,12190896,윤승규(pate****),2017.01.18 04:37,4,10
10,다 이루지는 못하더라도.. 마지막에는 웃을 수 있기를.,12190932,워커(lava****),2017.01.18 05:09,0,0
10,10점을 줄수 밖에 없는 영화. 무겁지도 가볍지도 않으면서 감성을 무한 자극.. 삶에 이끌려 말라가는 내 감성이라는우물에 다시 물이 고이게 해준 영화. 모든 ost가 다시 영화를 보는 듯한 느낌을 준다.. 이럴수가 ...,12190941,hwan****,2017.01.18 05:17,0,0
10,예감은 좋았다. 하지만 인생영화일줄은 몰랐다. 좋아하는 여자랑 같이 봐서 더더욱 감동^^ 강추합니다.,12191027,ryu(ryun****),2017.01.18 07:52,0,0
9,마음속에 잔잔한 뭔가가 계속 밀려오는 영화였습니다.,12191115,cool****,2017.01.18 08:54,0,0
8,재미있었어요 두번볼까 생각중입니다,12191125,prof****,2017.01.18 08:58,1,0
10,2016년 최고의 영화!,12191151,viox****,2017.01.18 09:06,0,0
5,잔잔한영화~ 엠마스톤 옷이 너무 예쁨,12191187,hjki****,2017.01.18 09:23,1,1
7,음악과 배우들의 연기가 좋아습니다.,12191257,쭈니뽀(jka0****),2017.01.18 09:56,1,0
8,Ost와 색감이 너무 좋은 영화였습니다. LA로 여행을 떠나고 싶어지는건 물론이고 계속해서 영화에 나온 곡들을 흥얼거리게되네요~,12191276,EUNHEE_uos(gura****),2017.01.18 10:02,1,0
10,라라랜드 ~~ 시간가는줄 모르고 재밌게 관람했어요 ~,12191309,스물아홉어린이(very****),2017.01.18 10:14,1,0
10,잊혀지지 않는 큰 여운이 남는 영화,12191357,0712****,2017.01.18 10:32,1,0
10,10년 후에 100% 재개봉할 것 같은 영화 진짜 수작,12191367,김수현(pica****),2017.01.18 10:36,1,0
7,따뜻한 추억과 아름다운 음악이 흐르는 영화아름다운 색상의 조화로 보는내내 눈이 즐거웠다다시한번  음미해보고 싶은 영화다템포가 느린영화로 역동적인걸 좋아하는 사람들은 지루해할수도 있다,12191402,도널드덕(soo7****),2017.01.18 10:46,0,0
1,음; 중간에 내용이 끊긴건지 중간중간 내용 이해가 잘 안된다. 음악을 좋아하는 사람들이 봤을땐 모르겠지만 나는 내용 자체에 별로 중점이 없는 것 같았다. 귀는 호강,12191549,아(yeen****),2017.01.18 11:18,14,6
10,이 영화의 평점이 8.8인 이유는 결말에 대한 개인의 취향일 뿐이다.영화 자체만으로는 10점 그 이상을 주고 싶은 영화나의 크리스마스엔 재즈가 울려퍼졌습니다,12191613,카랑(lost****),2017.01.18 11:31,0,0
7,중반부까지 동화같이 환성적이고 아름다운 이야기라고 생각했으나.. 반전이...,12191620,그리엔루(sky3****),2017.01.18 11:32,0,3
6,공감가는건 있지만 스토리가 쫌 뻔해요,12191735,세현(gwi0****),2017.01.18 11:56,0,4
2,지루하고 재미없고 잠오고,12191810,푸(p00p****),2017.01.18 12:07,0,4
10,시작부터 중간 결말까지 완벽한 영화,12191824,싹트네(ch_d****),2017.01.18 12:09,1,0
10,너무너무 재밋게 봤어요 시간이 지나가는줄도ㅠ모르고 봤음 ...,12191874,나폴레옹(jjan****),2017.01.18 12:19,1,0
10,2016년에 본 영화중에 최고였음,12191921,정글고(unbi****),2017.01.18 12:27,0,0
10,나는 어디쯤에 있는걸까?,12191925,cvzx****,2017.01.18 12:28,0,0
10,내용은 평범하지만 여운이 오래가는 영화,12192030,jeeey(jane****),2017.01.18 12:45,1,0
8,현실이 아닌 이상을 꿈꾸는 장면에서 다시 현실로 넘어오는 마지막 부분이 참 와닿았습니다. 누구나 한번쯤 그런 경험을 가지고 있을테죠....잊혀지지 않는 영화입니다.,12192160,프레드릭(aswv****),2017.01.18 13:05,0,0
10,너무어무어무어무너무 좋았음,12192198,love****,2017.01.18 13:13,1,0
7,큰 이벤트 없이 잔잔하게 흐르는 영화에요,12192240,CAMEL(hjkf****),2017.01.18 13:19,1,0
9,아직도 그 감동에 가슴이 두근거린다. 시작부터 빠져들어 같이 스텝을 발고 싶게 만드는 환상적인 영화! 또 보고 싶어지는 사랑스런 영화! 무조건 강추!!!,12192269,각설탕(cube****),2017.01.18 13:24,0,0
8,"참 좋은영화지만,,, 너무 인생이 씁쓸해지는 첫사랑과 나의 열정을 떠올리게해준다. 초콜릿처럼 달콤하면서 씁쓸한 영화이다.",12192344,유세희(yous****),2017.01.18 13:34,1,0
10,울다웃다울다 아이키우며 잊고있던 옛생각도나고 정말 힐링되었습니다마지막씬은 잊혀지지않네요,12192501,wjdd****,2017.01.18 14:00,1,0
7,한번쯤 볼만한 영화인거같아요.,12192625,쏘옹ㅋㅋㅋ(nett****),2017.01.18 14:18,1,0
10,기대를 어마무시하게 하고 봤는데도 기대이상 이었다.그리고 출연자들의 의상과 배경의 조화를 이렇게 신경쓴 영화는 처음봤다.,12192660,한똥개(inae****),2017.01.18 14:24,1,0
8,미지막 피아노 한 곡에 담아내는 모든 추억의 회상과 아련함,12192689,머털도사(seop****),2017.01.18 14:28,2,0
9,좋아하는 배우들과 재즈에..행복해지는 영화입니다~~,12192724,happyS(rrra****),2017.01.18 14:33,1,0
10,진짜 리얼 인생영화....이꽉깨물고봤어요,12192729,1ni(dkfp****),2017.01.18 14:34,0,0
7,음악 비주얼 탁월! 스토리는 좀 흔한? 60년대 컨텐츠를 현시대에 맞게 리메이크한느낌 :),12192792,RoBIN(2633****),2017.01.18 14:44,1,0
10,엄지!! 엄지!! 엄지!!!,12192835,띠띠(eunn****),2017.01.18 14:53,1,0
10,진짜 영화 본 후 몇일이 지날수록 명작인듯,12192842,쮸ㅇ야ㅑ(wlsn****),2017.01.18 14:54,1,0
10,꿈꾸는 모든 이들을 위한 영화,12192856,망고(emmm****),2017.01.18 14:56,0,0
10,개꿀재미~오집니다요~,12192942,zz(dlst****),2017.01.18 15:10,1,0
3,기대가 컷던만큼 실망도 컷다. 너무 지루했어요ㅠ,12192951,Marymary(mary****),2017.01.18 15:11,0,1
8,"Trumpet 과 Trombone, Piano, Bass의 Jazz 선율에 취해",12192986,BlueSky(dong****),2017.01.18 15:16,1,0
2,인생을 일차원으로 바라보는 스토리와 짝이 아주 딱 맞는 진부한 서술방식. 깊이 없이 여기도 저기도 아닌 곳을  헤메다 끝나는 영화. 안타깝지만 summer 가 나오는 순간부터 앞으로 얼마나 더 앉아 있어야 하는 가에...,12192995,goandgo(ashu****),2017.01.18 15:18,0,2
7,음악영화를 좋아하는데 이 영화는 애매한 영화다. 일단 스토리도 좋았고 표현력도 좋았다. 하지만 영화를 보는 내내 지루하다는 생각이 들었다. 문제는 계속 반복되는 음악이였다. 음악이 나올때 마다 또 이노래야? 또이노래...,12192998,info****,2017.01.18 15:18,0,0
9,어른들의 현실적인 동화,12193022,dkdnt(soya****),2017.01.18 15:22,2,0
8,영화관에서 왠지모를 화려한 색으로 압도당하고 끝났는데 뒤돌아보니 나도 모르게 라라랜드의 노래를 흥얼거리고 있네요ㅎㅎ,12193025,우유송(hwan****),2017.01.18 15:23,0,0
1,지루함지루함개지루함,12193098,희진(love****),2017.01.18 15:34,30,13
10,긴여운이 남는 영화영화 <노트북> 만큼 오래도록 기억에 오래 남을거같은 아름다운 영화였다,12193217,마농(fran****),2017.01.18 15:56,1,0
10,"영상미, 연출, ost모두 10점이에요.",12193280,송현수(sson****),2017.01.18 16:07,0,0
1,남자친구 버리고 다른남자랑 행복하게 사는 이야기.... 아.. 돈아까워....,12193359,봉사마(modu****),2017.01.18 16:21,23,10
9,둘이 잘된줄알고 해피엔딩 기대했는데 너무 아쉬움ㅠ그래도 그것마저 너무 감동스러움,12193412,유영석(merc****),2017.01.18 16:29,1,0
9,정말 재밌게 보고왔습니다,12193419,두둥(gara****),2017.01.18 16:30,1,0
9,영상미와 음향 둘다 좋네여~~,12193441,tkfa****,2017.01.18 16:33,1,0
8,"음악,배경 감정  모두  굿이였습니다",12193528,soni****,2017.01.18 16:46,0,0
10,너무 즐겁게 보고 나왔어요,12193530,Freya(aadd****),2017.01.18 16:46,0,0
10,"OST, 영상미, 배우들의 연기, 스토리까지 완벽했다. 일과 사랑을 모두 진실하게 해나가려는 fools의 삶을 응원해주는 영화. 마지막 10분을 잊을 수 없다.",12193609,dddd(pure****),2017.01.18 16:57,0,0
8,초반부는 다소 지루해서 잠깐 졸았을 정도...비록 사랑이 이루어지진 않았지만 서로의 꿈을 이루도록 상대를 생각하고 용기를 주는게 진정한 사랑이란걸 느끼게 해주네요,12193654,장은경(37ja****),2017.01.18 17:07,1,1
10,"라라랜드 음악, 영상, 스토리 어느 하나 마이너스 요소가 없는 완벽한 영화였네요 DVD 구입해서 소장 하고 싶은 영화!",12193660,제이콥(jkh3****),2017.01.18 17:08,1,2
10,10점만점에 100점 인생영화 등극!!!두번봐도 감동으 그대로임..,12193712,딩딩e(rune****),2017.01.18 17:16,1,1
9,너무 재미있게 봤어요.해피엔딩은 아니였지만 각자의 자리에서 꿈을 이룬 주인공들의 모습이 좋아보였어요~~꿈은 이루어진다~~^^,12193770,isab****,2017.01.18 17:26,1,2
10,2번 봐도 처음 보는 느낌..인생 영화가 생겼다,12193837,아델리나(fosc****),2017.01.18 17:38,1,2
7,짧고도 긴 지금까지의 내 인생을 다시 한 번 되돌아 보며 큰 결심을 할 수 있었던 영화,12193841,김효경(yu04****),2017.01.18 17:39,1,1
7,음~~~평가만큼  ㅠㅠ,12193856,선희공주(seou****),2017.01.18 17:43,0,1
10,첨엔 조금 그럴수 있지만 점점 잼남,12193891,tnwj****,2017.01.18 17:50,0,2
10,가슴이먹먹해지는..너무재밌어요,12193918,신뇽(pure****),2017.01.18 17:55,0,2
10,아련한 과거의 인연과 현재의 인연. 서로 발전할 수 있게 돕는 것이 사랑..  시절인연이라 할지라도,12193973,limp****,2017.01.18 18:06,1,2
10,감히 1월이지만 올해 최고영화라 생각해봅니다..,12194011,정진(film****),2017.01.18 18:12,2,2
1,영화는 잘만들었다. 하지만 엠마스톤 이 빌어먹을 늬언 때문에 1점준다. 김치늰의 진상,12194013,로체스터 박풍기(hyuk****),2017.01.18 18:12,9,19
10,내 생애 최고의 영화였다 4번 봤다,12194315,빛(roen****),2017.01.18 19:15,1,2
5,그렇게 사랑했다면서 중간과정의 생략되고 헤어진 남녀의 상상장면은 개연성이 없고 노래는 주선율 테마빼곤 별로,12194326,거인의 잠(rusk****),2017.01.18 19:17,1,0
10,"환상의 오프닝 이어지는 놀라운 이야기 그리고 최고의 마무리  2016년 최고의 영화, 그리고 내 인생 최고의 영화",12194360,ㅅㅊㄱ(tlac****),2017.01.18 19:25,1,2
10,오프닝 시작할 때 울어버렸음.. 좀 마음 힘든 시기에 봐서 그런가 완전 밝은 분위기로 사람들이 즐겁게 노래하고 가사도 뭐 내일은 또 해가 뜨니까 이런건데ㅠ 괜히 울컥ㅠㅠㅠ 영화관에서 본 영화 중 제일 빨리 운 거라서...,12194450,차차(com_****),2017.01.18 19:46,1,2
9,음악 영상 내용 모두 아름다운영화..,12194465,없음(numj****),2017.01.18 19:49,1,2
10,개인적으로 보면서 첫사랑 생각나는 ?아련한 영화같아서 좋았음 . 꿈을 추구하지만 비현실적인 결말이 아니라 더 좋았음,12194485,hn(gkss****),2017.01.18 19:55,1,2
9,오랜만에 멋진영화를 봤네요~^^해피앤딩이었으면 더 좋았을텐데 아쉬워요~,12194547,베베맘(pse9****),2017.01.18 20:06,1,2
8,약간 어중간한 듯한 영화 그런데로 잘 봤습니다.,12194560,정리의 힘(foxi****),2017.01.18 20:09,0,2
10,"감정을 이입할수록 감동이 배가됩니다. 라라랜드 세번 봤네요. 연출, 연기, 스토리 뭐하나 빠진게 없습니다. 전반에서 대사를 놓치지 않고봐야 후반으로 갈수록 감동이 짙어지니 이 점 잊지 마세요.",12194683,GENJIL(feat****),2017.01.18 20:31,1,2
1,진짜 개노잼이다. 이딴 걸 돈 주고 본 내가 ㅈㄴ 불쌍하다,12194748,하늘나래(sayj****),2017.01.18 20:45,19,6
1,다른건 모르겠고 엔딩이 매우 찝찝해서 1점 준다.,12194860,XinGGyu(stay****),2017.01.18 21:03,18,5
10,여러 번 봐도 아름다울 영화,12194861,초초(msas****),2017.01.18 21:03,1,2
1,내 평생 이렇게 쓰레기같은 영화는 처음이다. 0점이 없어서 1점씩이나 줄 수밖에 없음이 안타까울 따름이다.,12194960,bdkh****,2017.01.18 21:21,20,7
10,슬프게 아름다운 영화. 마지막 장면은 잊을 수 없다,12195056,junh****,2017.01.18 21:34,1,1
10,내 인생의 영화같은 영화,12195181,쉬입만원(jjan****),2017.01.18 21:55,1,1
10,이 영화는 아직 포기하지말라고 말해주고 있다,12195311,LYNKON(winn****),2017.01.18 22:15,0,1
9,"두시간동안 화장실을 참고본영화. 음악이며 영상미, 내용 다 너무좋았다. 보고나서바로 큰여운이 남지는 않았지만 영화를 보고난다음날 라라랜드ost를 들으니 한번더 보고싶어지는 충동이 들었다.",12195331,정주희(j_jh****),2017.01.18 22:17,1,1
10,두 번 봤어요~~~^^,12195495,BOM(hsk3****),2017.01.18 22:36,1,1
9,아름다운 음악과 영상미,12195567,Angrybro(udor****),2017.01.18 22:48,1,1
8,두 번째 보는데 처음보단 감흥이 떨어진다 생각했는데마지막 두 주인공이 클럽에서 눈 마주치며 웃을때 너무 슬펐어요. 볼 때마다 색 달라서 또 볼 계획입니다. 히히,12195572,두이(char****),2017.01.18 22:49,1,1
10,올해의 영화입니다 진짜 재밌어요,12195585,ohj1****,2017.01.18 22:51,1,1
10,대사가 삶의 파고를 지나쳐 온사람이라면 가끔씩 가슴이 미어지도록 눈물이 나게한다. 어떤 사람들에게는 아주 평범하게 느껴질수도 있을 것이다. 하지만. 자신의 경험이 반영될 때 영화는 미국식이지만 프랑스 영화같은 느낌이...,12195598,하희상(hees****),2017.01.18 22:54,1,1
10,굳 진짜 잘만든거 같다 이런 영화가 계속 나와야,12195605,정도영(son0****),2017.01.18 22:56,1,1
10,기대를 많이 하고 봣엇는데 생각보다 되게 동화같앗어요 마치 뮤지컬을 보는듯한 느낌이엿어요 주인공들의 행동도 다 이해가 되고 현실을 직시할 수 밖에 없는 사랑이야기엿던 것 같아요 특히 ost가 너무 마음에 들어요 남친...,12195634,심정현(jhsi****),2017.01.18 23:01,1,1
10,"색감, 노래 너무 좋다 ㅠ",12195637,김보현(qhgu****),2017.01.18 23:02,1,1
8,"좋은 영화다여운이 남고 마지막 장면은 눈물을 참을 수가 없었다 슬픈 눈물이 아닌, 아름다운 것을 봤을 때 흘리는 눈물이런 기분이구나!",12195654,AMP(ampj****),2017.01.18 23:04,0,1
9,인생의 희비극을 모두 맛볼 수 있었던 영화는 처음 !,12195670,suyeon_ii(92su****),2017.01.18 23:05,0,1
9,영화에 나오는 음악이 매우 좋습니다,12195684,egoh****,2017.01.18 23:08,1,1
9,내용도 깊이있고 전체적인 흐름도 아주잘 짜여져 있어 재미있게  잘봤읍니?음악적이고 예술가의 정신으로 다가가면 많은 감동이 있지않겠나는 생각을 해봅니다?,12195753,전양섭(uun0****),2017.01.18 23:17,1,1
10,인인생생영영화화에에요요,12195818,켄트클릭(rhkd****),2017.01.18 23:26,1,1
9,훌륭한 ost와 스토리라인 덕분에 정말 재밌었어요!!,12195975,까마쿤(wndd****),2017.01.18 23:45,1,1
10,재미지네여 너무너무 재짔어요,12196024,tjdd****,2017.01.18 23:52,1,1
10,무슨 평점만 읽고 있는데도 다시 가슴이 저려오는지... 처음으로 네이버 영화 평 남겨봄,12196114,용준(alfr****),2017.01.19 00:06,1,1
10,무성 영화로 '만약 우리가 이랬다면...' 이라는 가정된 장면들이 나올 때 슬펐다 그래도 마지막에 서로 눈 인사를 나누며 웃는데 아 진짜 슬픔,12196157,치즈킹(sunw****),2017.01.19 00:14,2,1
1,볼만했음. 근데.. 5년 후? 아니.. 여주 애기가 3살은 되보이던데요? 그럼 프랑스로 가자마자 거의 바로 남편을 만났다는건데 ㅋㅋ; 뭡니까? 남주랑 헤어진 것도 아니었구만??;;뮤지컬이야 괜찮았는데.. 스토리는 영...,12196235,akrl****,2017.01.19 00:26,27,15
8,호불호가 많이 갈리는 영화인듯 ㅠㅠ,12196307,kjin****,2017.01.19 00:38,3,0
1,진짜 완전 노잼이예요 ....후회합니다,12196393,y512****,2017.01.19 00:50,27,11
10,쪼금만 더 힘내!!!  300만 다 왔어!!!,12196715,호랭이(clem****),2017.01.19 02:02,1,0
10,숨도 못쉬고 봤다... 너무 좋았음 또 볼거ㅓ임 ㅠㅠ,12196727,혜원(jull****),2017.01.19 02:04,1,1
10,음악도 넘 좋고!!!! 2016년을 멋지게 마무리해준 최고의 영화였어요,12196734,love****,2017.01.19 02:06,1,1
10,처음으로. 나와 다른 의견이 있는 사람들의 취향에 반기를 들고 싶어 졌다.,12196809,산들씨(casu****),2017.01.19 02:31,1,0
10,어딘가 묻어뒀던 내 라라랜드를 꺼내게 해준 영화,12196864,qkrwndud(hyjk****),2017.01.19 02:52,1,2
10,마지막 10분정도... 여주와 헤어진 느낌을 다이렉트로  타격받아 너무 슬프면서도 노래가 경쾌해서 즐겁기도 하면서.. 혼란의 도가니탕이었슴둥..ㅠ,12196903,huck****,2017.01.19 03:13,1,1
8,감정선이 잘 납득이 되지 않는다. 둘이 정말 절절히 사랑한거 맞는지? 너무 쉽게 헤어지고 나서 이랬었다면 어땠을까를 생각하은게 진정성 없어 보였다,12196924,vanillatea(gohe****),2017.01.19 03:21,2,0
10,빼애애액 내 맘에안들고 내가 지루하면 다들 댓글알바랑게 무적논리 ㄷㄷ 나는 얼마나 몰입했으면 내가 라이언고슬링처럼 실연당한느낌들더라 ㅠㅠㅠ 불쌍한라이언고슬링 너무 안타까워서 일어나질못함 ㅠㅠㅠㅠ..,12197035,메미니(memi****),2017.01.19 04:32,0,1
9,라이언고슬링. 다시 또 보고 싶어요.,12197038,LUCKYBY(luck****),2017.01.19 04:35,1,1
10,20년동안 이름없이 좋아해왔던 노래들의 장르를 알려 준 영화. 나도 모르게 들썩거리고 있는 나 자신을 발견할 수 있었다. 드디어 만났네 인생영화!,12197088,복숭아가복숭복숭(hm97****),2017.01.19 05:38,0,1
7,중간에 스토리가 진부해지고 끄는바람에 졸앟지만 마지막에 여운이 강한영화,12197412,박희(park****),2017.01.19 09:39,2,1
1,김치년 양성영화 ㅋㅋㅋ,12197418,사수(rhtj****),2017.01.19 09:41,11,15
10,뒤늦게라도 보기 너무 잘한 영화. 내용이나 연출이나 여러모로 최고였어요. 음악도 색감도 엔딩도 너무 만족 스러웠고 왜 지인들이 최고의 뮤지컬영화라 했는지 바로 이해가 갔어요. 20분 같았던 2시간이었어요. 몰입도 최...,12197428,kimg****,2017.01.19 09:45,1,1
7,영상이 이쁜거 말고는 스토리 연출 등 평범하네요,12197463,하나b(beyo****),2017.01.19 09:57,2,0
10,영상미 스토리 담긴내용 모두 최고,12197535,Finn(race****),2017.01.19 10:25,0,1
10,인생영화. 예상하고 갔지만 스토리 음악 영상 모두 눈을 뗄 수 없었다. 간직하고 매번 보고싶은 영화. 감독의 다음 작품이 기대된다.,12197660,dall****,2017.01.19 11:16,1,2
9,엠마스톤의 연기가 훌륭합니다,12197724,Kim(hkim****),2017.01.19 11:32,1,1
9,현실적이면서 비현실적인 이야기. 잔잔한 여운을 받을 수 있음,12197799,최희정(minj****),2017.01.19 11:55,1,1
8,네 정말 재미있었습다 감사합니다,12197814,키즈리턴(pmki****),2017.01.19 12:01,1,1
8,"마지막 10분.. 극적인 연출 덕분에, 말로 표현되지 못할 주인공들의 감정을 강렬하게 느낄 수 있었다. 함께 웃고 울고 미워하고 사랑하게 해준 영화ㅠㅠ",12197828,푸른산(j_j7****),2017.01.19 12:06,1,1
9,언제나 너를 사랑할거야라는 말의 의미에 대해 생각해보게 하는 영화였습니다.,12197984,제이(turt****),2017.01.19 12:47,1,1
7,평론이 좋다는것보다 실제 감상후 약간 부족한점ㄹ 느낌,12198013,skba****,2017.01.19 12:55,1,1
10,영화 진짜 재밌게 봤당!! 내 인생영화? 라고 해도 과언이 아닌듯 마지막 장면에서 울었다.,12198120,앙 하이드온부띠(alfn****),2017.01.19 13:27,0,1
10,재밌었어요 분위기랑 색감이랑,12198127,zjlalwmvfv(drea****),2017.01.19 13:29,1,1
10,인생영화였습니다 음악이 너므 좋아요,12198130,황규민(kumi****),2017.01.19 13:30,1,1
10,귀와 눈이 황홀해지는 영화. 그리고 마지막의 진한 여운,12198163,피델리우스(salv****),2017.01.19 13:41,0,1
10,"한국이라는 현실에서 살아가는 우리에게, 그래도 너의 소소한 낭만이라도 부리렴이라고, 속삭이던 어떤 순간, 잊혀지지 않을것 같은 영화",12198196,kima****,2017.01.19 13:50,0,1
10,영원히 사랑할거야 그리고 지켜보자ㅜㅜ,12198226,힘차게쭉쭉밀어(kjwu****),2017.01.19 13:58,0,1
8,재미있게  잘봤습니다~^^,12198265,slui****,2017.01.19 14:07,1,0
1,화면은 예쁜데 스토리 바닥,12198405,박우유(qkrr****),2017.01.19 14:43,36,10
6,기대하고 봐서 그런지 너무 지루한 느낌.,12198629,8514425(kim9****),2017.01.19 15:45,2,0
8,"영화보는내내 지난연애를 떠오르게하고 생각하게했지만, 영화관을 나오면서 결말의 눈빛을 다시 생각하면 이모든것은 판타지였음을 알게된다.",12198640,storyiny(aaab****),2017.01.19 15:48,0,0
9,뮤지컬 영화 별로 안좋아했는데... 너무나 큰 감동을 받았습니다...추천!!,12198661,Doky10(dky1****),2017.01.19 15:57,0,0
8,처음에 조금 몰입도가 떨어졌지만 작품전체 완성도가 높았어요,12198818,최미영(west****),2017.01.19 16:42,1,0
10,간만의 인생영화 만나 벌써 2번보고 DVD출시도 기다립니다 음악도 좋고 연출도 좋고 배우들의 연기까지~완전 감동입니다,12198925,배은령(cris****),2017.01.19 17:15,1,0
8,뮤지컬 영화를 좋아하신다면 추천ㅎㅎ,12198947,북극성(jojs****),2017.01.19 17:22,1,0
9,각본이 진짜 너무 좋았어요~~~,12198984,잠실아메바(jsk8****),2017.01.19 17:34,1,0
10,"팜플렛에 약간 줄거리가 적혀저 있어서 대충 내용을 짐작하고 영화를 보았는데,기대 이상으로 정말 재미있었다.이 영화를 보고 정말 좋은 감명을 느꼈고, 영화 제작에 많은 힘을 실은 모든 분께 극찬을 드리고 싶습니다~~♡...",12198996,이쁜이(mal7****),2017.01.19 17:38,1,0
10,노래가 좋다. 연출이 좋다,12199070,사람(andr****),2017.01.19 18:00,1,0
8,다들 재밌다는데 지루했습니다,12199089,커핑카트(libe****),2017.01.19 18:05,2,1
5,너무 기대를 많이 하고 봤나봐요.. 다른 사람들이 꼭 보라고 해서 봤는데 생각보단 잔잔한게 그냥 그랬던 것 같아요!!,12199093,봄날(laso****),2017.01.19 18:06,1,1
7,위플래시만큼은 아니네요. 기대가커서 그랬나? 재미있게봤습니다.,12199122,Artisurgeon(hipo****),2017.01.19 18:10,1,1
8,초반엔 조금 졸리는듯하였으나 후반부에는 감동. 슬픔. 모든것이 밀려네요.. 잘만든영화..,12199152,kky5****,2017.01.19 18:17,1,0
10,끝나고 나서도 여운이 계속 남네요 ost를 하루종일 듣고 있어요,12199181,박수정(ujui****),2017.01.19 18:26,1,0
8,보는 내내 몰입해서 봤네요,12199235,이현성(gust****),2017.01.19 18:44,1,0
9,음악이 가장 인상적이네요,12199274,phks****,2017.01.19 19:01,1,0
10,두번째보는건데 역시좋앗습니다ㅜㅜ,12199374,ㅇㅇ(kyj3****),2017.01.19 19:29,1,0
10,재밌네요또 보고 싶네요^^^♡,12199382,김광진(kimn****),2017.01.19 19:31,0,0
7,개인적으로 스토리가 생각해보면 별로 없다고 느껴지고 개연성이 조금 떨어진다고 생각하지만 영상미와 노래가 다해먹음 그리고 마지막은 정말...bb 너무 잘 그려냈음 볼만해요 괜찮습니다!!,12199466,HS(hyes****),2017.01.19 19:54,0,0
8,내 꿈을 믿어 줘 네 꿈을 믿어,12199502,꾸마(kin_****),2017.01.19 20:03,1,0
10,으어어어거어걱 ㅓ우어어뉴어유유유,12199524,1030****,2017.01.19 20:09,0,0
10,너무 좋았어요. 어찌 그런 영화가 만들어질수 있는건가요  ???? 완전 굿 ♥,12199547,haec****,2017.01.19 20:16,1,0
10,꿈은 이루어지고 인생은 바뀐다,12199554,Mad(nyyh****),2017.01.19 20:18,0,0
8,색감이 예쁨..재미 있었음,12199598,요게벳(ilai****),2017.01.19 20:35,0,0
10,디스무비이즈굿스터프투왓치,12199599,아웃사이더(bsec****),2017.01.19 20:35,0,0
8,기대보단 못했지만...다시 한번 집에서 혼자 보고싶은 영화!,12199612,이노아뜰리에(inov****),2017.01.19 20:38,0,0
8,뮤지컬 같은 구성과 엔딩이 좋았다.,12199630,hyunji(hyun****),2017.01.19 20:42,0,0
10,새해 시작한 지 한 달도 안됐지만 아마도 올해 본 영화중 최고로 기억에 남을 것 같은 느낌적인 느낌.,12199644,sono****,2017.01.19 20:48,0,0
10,재밌었어요오오오오이얏호,12199681,juns****,2017.01.19 21:03,0,0
10,최고의 음악영화.음악인들이 봐야함,12199766,콩이아빠(abso****),2017.01.19 21:30,1,0
10,사랑 얘기인데 짠하고 재미 있어요,12199887,baby****,2017.01.19 22:01,1,0
8,아름답고 환상적이고 현실적이네요.,12200030,심플한그녀(derm****),2017.01.19 22:32,1,0
9,"꿈과 희망, 사랑에 대한 이야기.  다미엔 차젤레의 차기작이 기대된다.",12200073,무비필리아(alst****),2017.01.19 22:42,0,0
8,우린 모두 각자의 가슴속에 잊혀지지 않은 꿈하나가 있다왜 라라랜드라고 하는지 알게 되었다꿈을 꾸는 사람들의 마을 라라랜드,12200086,진아(maum****),2017.01.19 22:45,1,0
8,음악이 감동입니다!!!!,12200162,맹이(twoj****),2017.01.19 23:02,1,0
10,나에게 안 본 사람은 있지만 한번 본 사람은 없다라는 말이 어울리는 영화,12200166,돌곰팡이(ston****),2017.01.19 23:03,1,0
10,결말이.내 스타일은 아니지만 안좋다고는 할 수 없네,12200177,순수결정체셩(kosu****),2017.01.19 23:05,0,0
10,인생영화에요!  영화관에서 3번 봤는데 또 보러갈까 생각중이에요...  매장면이 너무 아름 답고 인상깊어서... 질리지가 않네요,12200234,장은정(aroh****),2017.01.19 23:16,1,0
7,현실적인 사랑이야기여서 공감은 갔으나 뭔가 마지막에 쓸쓸함이 계속되네요ㅠ노래는 정말 좋습니다!,12200480,j_y_****,2017.01.20 00:04,1,0
10,음악만 들어도 울고싶다 ㅠㅠㅠ 진짜 .. 하... 아련..,12200574,애다(lamo****),2017.01.20 00:23,0,0
9,굉장히 재밌었고 두 사람이 이어지지 않은게 아쉬웠던 영화,12200591,Y hi Smle(ds2g****),2017.01.20 00:26,1,0
10,엠.마.스.톤이다...,12200593,잭도슨(qude****),2017.01.20 00:26,0,0
8,막상 봤을때는 그냥 그렇다고 생각했는데 시간이 지날수록 생각나는 영화,12200600,EQ(eqph****),2017.01.20 00:28,1,0
10,가슴을 울리는 영화... 처음부터 끝까지 최고였다,12200607,코피인형(ahhy****),2017.01.20 00:30,1,0
7,극영화에서도 빛을 발해왔으니 더 잘하리라 믿는다.,12200824,무(tosh****),2017.01.20 01:31,1,0
3,너무나 졸렸으나 마지막에 한방...,12200938,차미(cmy_****),2017.01.20 02:07,2,1
10,완전 추천! 진짜 대박이다!,12200962,PiusJY(pius****),2017.01.20 02:16,1,0
9,결말 부분이 다소 급진적으로 진행된듯한 느낌이 있다.,12201012,me2day(all2****),2017.01.20 02:44,1,0
